id,GIS ObjectID,InfrastID,WBS,Code,Funding comment,Portfolio,Category,Subcategory,Project Name,Project Description,Project Priority,Funding Needed,address,From,To,LATITUDE,LONGITUDE,Quadrants,NE Quadrant,NW Quadrant,SE Quadrant,SW Quadrant,Quadrant Factor,Quadrant Funding Estimated,CD,CD 1,CD 2,CD 3,CD 4,CD 5,CD 6,CD 7,CD 8,CD 9,CD 10,CD 11,CD 12,CW,CD Funding Factor,CD Funding Estimated,NPU 1,NPU 2,NPU 3,NPU 4,NPU 5,Neighborhood 1,Neighborhood 2,Neighborhood 3,Neighborhood 4,Neighborhood 5,Neighborhood 6,Neighborhood 7,Neighborhood 8,Neighborhood 9,Neighborhood 10,Neighborhood 11,Corridor 1,Corridor 2,Corridor 3,Secondary Corridor 1,Secondary Corridor 2,Secondary Corridor 3,Regional Employment Center,Priority and Sub Cat,Comments,Added,dropped,FIELD69,FIELD70,FIELD71,FIELD72,FIELD73
357,,,,,2016-PROGRAM,,Javna rasvjeta,Prenesene obveze iz prethodnog razdoblja,Ulica Ivane Brlic Mazuranic 31-35,,,"18,750 kn",Ulica Ivana Brlic Mazuranic 31,,,45.840573,15.990517,,,,,,,,,,,,,,,,,,,,,,1,"18,750.00",Tehnicka dokumentacija,TD,,,,Gradska cetvrt STENJEVEC,Zona 2,,,,,,,,,,,,,,,,,,,,,,,,,
358,,,,,2016-PROGRAM,,Javna rasvjeta,Povrat po ugovorima o financiranju,Servisna cesta uz Ljubljansku aveniju,,,"71,894 kn",Ljubljanska avenija,,,45.815017,15.997478,,,,,,,,,,,,,,,,,,,,,,1,"71,894.47",Gradenje,G,,,,Gradska cetvrt STENJEVEC,Zona 2,,,,,,,,,,,,,,,,,,,,,,,,,
359,,,,,2016-PROGRAM,,Javna rasvjeta,Nove obveze,Ljubljanska avenija,,,"60,000 kn",Ljubljanska avenija,,,45.815017,15.997478,,,,,,,,,,,,,,,,,,,,,,1,"60,000.00",Tehnicka dokumentacija,TD,,,,Gradska cetvrt STENJEVEC,Zona 2,,,,,,,,,,,,,,,,,,,,,,,,,
360,,,,,2016-PROGRAM,,Javna rasvjeta,Nove obveze,Park Milana Resetara - Kaljska,,,"200,000 kn",Kaljska,,,45.808749,15.959763,,,,,,,,,,,,,,,,,,,,,,1,"200,000.00",Gradenje,G,,,,Gradska cetvrt STENJEVEC,Zona 2,,,,,,,,,,,,,,,,,,,,,,,,,
361,,,,,2016-PROGRAM,,Javna rasvjeta,Nove obveze,Setnica uz potok Vrapcak od Ulice Ivan Brlic Mazuranic do Soljanove,,,"30,000 kn",Ulica Ivana Brlic Mazuranic,,,45.840573,15.990517,,,,,,,,,,,,,,,,,,,,,,1,"30,000.00",Tehnicka dokumentacija,TD,,,,Gradska cetvrt STENJEVEC,Zona 2,,,,,,,,,,,,,,,,,,,,,,,,,
362,,,,,2016-PROGRAM,,Javna rasvjeta,Prenesene obveze iz prethodnog razdoblja,"Okolis OS Dragutina Domjanica, Gajnice bb",,,"14,875 kn",Gajnice bb,,,45.807148,16.160176,,,,,,,,,,,,,,,,,,,,,,1,"14,875.00",Tehnicka dokumentacija,TD,,,,Gradska cetvrt PODSUSED-VRAPCE,Zona 2,,,,,,,,,,,,,,,,,,,,,,,,,
363,,,,,2016-PROGRAM,,Javna rasvjeta,Prenesene obveze iz prethodnog razdoblja,"Prisavisce 2, Prisavisce 4 i Vucak",,,"2,350 kn",Prisavisce,,,45.815011,15.981919,,,,,,,,,,,,,,,,,,,,,,1,"2,350.00",Nadzor,N,,,,Gradska cetvrt PODSUSED-VRAPCE,Zona 3,,,,,,,,,,,,,,,,,,,,,,,,,
364,,,,,2016-PROGRAM,,Javna rasvjeta,Prenesene obveze iz prethodnog razdoblja,"Zelena magistrala
",,,"40,796 kn","Zelena magistrala
",,,45.840573,15.990517,,,,,,,,,,,,,,,,,,,,,,1,"40,796.38",Gradenje,G,,,,Gradska cetvrt PODSUSED-VRAPCE,Zona 3,,,,,,,,,,,,,,,,,,,,,,,,,
365,,,,,2016-PROGRAM,,Javna rasvjeta,Prenesene obveze iz prethodnog razdoblja,"Zelena magistrala
",,,"2,250 kn","Zelena magistrala
",,,45.840573,15.990517,,,,,,,,,,,,,,,,,,,,,,1,"2,250.00",Nadzor,N,,,,Gradska cetvrt PODSUSED-VRAPCE,Zona 3,,,,,,,,,,,,,,,,,,,,,,,,,
366,,,,,2016-PROGRAM,,Javna rasvjeta,Povrat po ugovorima o financiranju,Odvojak Ulice Goljacki breg,,,"88,102 kn",Ulica Goljacki breg,,,45.825416,16.028109,,,,,,,,,,,,,,,,,,,,,,1,"88,101.76",Gradenje,G,,,,Gradska cetvrt PODSUSED-VRAPCE,Zona 2,,,,,,,,,,,,,,,,,,,,,,,,,
367,,,,,2016-PROGRAM,,Javna rasvjeta,Nove obveze,Parkiraliste uz Dom zdravlja Vrapce,,,"350,000 kn",Vrabecak ulica 4,,,45.840573,15.990517,,,,,,,,,,,,,,,,,,,,,,1,"350,000.00",Gradenje,G,,,,Gradska cetvrt PODSUSED-VRAPCE,Zona 2,,,,,,,,,,,,,,,,,,,,,,,,,
368,,,,,2016-PROGRAM,,Javna rasvjeta,Nove obveze,Parkiraliste uz Dom zdravlja Vrapce,,,"15,000 kn",Vrabecak ulica 5,,,45.840573,15.990517,,,,,,,,,,,,,,,,,,,,,,1,"15,000.00",Nadzor,N,,,,Gradska cetvrt PODSUSED-VRAPCE,Zona 2,,,,,,,,,,,,,,,,,,,,,,,,,
369,,,,,2016-PROGRAM,,Javna rasvjeta,Nove obveze,Ilica - Aleja grada Bologne - Ulica Majke Terezije,,,"600,000 kn",,Ilica,Aleja grada Bologne,45.814483,15.937709,,,,,,,,,,,,,,,,,,,,,,1,"600,000.00",Gradenje,G,,,,Gradska cetvrt PODSUSED-VRAPCE,Zona 2,,,,,,,,,,,,,,,,,,,,,,,,,
370,,,,,2016-PROGRAM,,Javna rasvjeta,Nove obveze,Ilica - Aleja grada Bologne - Ulica Majke Terezije,,,"25,000 kn",,Ilica,Aleja grada Bologne,45.814483,15.937709,,,,,,,,,,,,,,,,,,,,,,1,"25,000.00",Nadzor,N,,,,Gradska cetvrt PODSUSED-VRAPCE,Zona 2,,,,,,,,,,,,,,,,,,,,,,,,,
371,,,,,2016-PROGRAM,,Javna rasvjeta,Nove obveze,"Igraliste OS Stenjevec, Bolnicka 92",,,"25,000 kn",Bolnicka 92,,,45.825979,15.856629,,,,,,,,,,,,,,,,,,,,,,1,"25,000.00",Tehnicka dokumentacija,TD,,,,Gradska cetvrt PODSUSED-VRAPCE,Zona 3,,,,,,,,,,,,,,,,,,,,,,,,,
372,,,,,2016-PROGRAM,,Javna rasvjeta,Nove obveze,"Podsusedska aleja 1, pjesacka staza",,,"25,000 kn",Podsusedska aleja 1,,,45.816883,15.980179,,,,,,,,,,,,,,,,,,,,,,1,"25,000.00",Tehnicka dokumentacija,TD,,,,Gradska cetvrt PODSUSED-VRAPCE,Zona 3,,,,,,,,,,,,,,,,,,,,,,,,,
373,,,,,2016-PROGRAM,,Javna rasvjeta,Nove obveze,Kupalisni put,,,"25,000 kn",Kupalisni put,,,45.817873,15.975996,,,,,,,,,,,,,,,,,,,,,,1,"25,000.00",Tehnicka dokumentacija,TD,,,,Gradska cetvrt PODSUSED-VRAPCE,Zona 3,,,,,,,,,,,,,,,,,,,,,,,,,
374,,,,,2016-PROGRAM,,Javna rasvjeta,Nove obveze,Bizek I. - I. odvojak,,,"25,000 kn",Bizek I.,,,45.825979,15.856629,,,,,,,,,,,,,,,,,,,,,,1,"25,000.00",Tehnicka dokumentacija,TD,,,,Gradska cetvrt PODSUSED-VRAPCE,Zona 3,,,,,,,,,,,,,,,,,,,,,,,,,
375,,,,,2016-PROGRAM,,Javna rasvjeta,Nove obveze,Ulica Trzunove pecine,,,"25,000 kn",Ulica Trzunove pecine,,,45.840573,15.990517,,,,,,,,,,,,,,,,,,,,,,1,"25,000.00",Tehnicka dokumentacija,TD,,,,Gradska cetvrt PODSUSED-VRAPCE,Zona 3,,,,,,,,,,,,,,,,,,,,,,,,,
376,,,,,2016-PROGRAM,,Javna rasvjeta,Nove obveze,Ulica Podlugascak,,,"25,000 kn",Ulica Podlugascak,,,45.840573,15.990517,,,,,,,,,,,,,,,,,,,,,,1,"25,000.00",Tehnicka dokumentacija,TD,,,,Gradska cetvrt PODSUSED-VRAPCE,Zona 3,,,,,,,,,,,,,,,,,,,,,,,,,
377,,,,,2016-PROGRAM,,Javna rasvjeta,Nove obveze,Sportsko igraliste kod skole u Ulici Bizek II,,,"25,000 kn",Ulica Bizek II,,,45.811044,15.997651,,,,,,,,,,,,,,,,,,,,,,1,"25,000.00",Tehnicka dokumentacija,TD,,,,Gradska cetvrt PODSUSED-VRAPCE,Zona 3,,,,,,,,,,,,,,,,,,,,,,,,,
378,,,,,2016-PROGRAM,,Javna rasvjeta,Nove obveze,Ulica Meglenjak,,,"25,000 kn",Ulica Meglenjak,,,45.840573,15.990517,,,,,,,,,,,,,,,,,,,,,,1,"25,000.00",Tehnicka dokumentacija,TD,,,,Gradska cetvrt PODSUSED-VRAPCE,Zona 4,,,,,,,,,,,,,,,,,,,,,,,,,
379,,,,,2016-PROGRAM,,Javna rasvjeta,Prenesene obveze iz prethodnog razdoblja,Odvojak Ulice Dedici,,,"2,375 kn",Ulica Dedici,,,45.811044,15.997651,,,,,,,,,,,,,,,,,,,,,,1,"2,375.00",Nadzor,N,,,,Gradska cetvrt PODSLJEME,Zona 2,,,,,,,,,,,,,,,,,,,,,,,,,
380,,,,,2016-PROGRAM,,Javna rasvjeta,Prenesene obveze iz prethodnog razdoblja,Odvojak Ulice Dedici,,,"76,801 kn",Ulica Dedici,,,45.811044,15.997651,,,,,,,,,,,,,,,,,,,,,,1,"76,801.38",Gradenje,G,,,,Gradska cetvrt PODSLJEME,Zona 2,,,,,,,,,,,,,,,,,,,,,,,,,
381,,,,,2016-PROGRAM,,Javna rasvjeta,Nove obveze,Markusevecki Popovec 111 - Park i kapelica,,,"25,000 kn",Markusevecki Popovec 111,,,45.791076,15.910921,,,,,,,,,,,,,,,,,,,,,,1,"25,000.00",Tehnicka dokumentacija,TD,,,,Gradska cetvrt PODSLJEME,Zona 4,,,,,,,,,,,,,,,,,,,,,,,,,
382,,,,,2016-PROGRAM,,Javna rasvjeta,Nove obveze,Ulica Bliznec,,,"40,000 kn",Ulica Bliznec,,,45.811044,15.997651,,,,,,,,,,,,,,,,,,,,,,1,"40,000.00",Tehnicka dokumentacija,TD,,,,Gradska cetvrt PODSLJEME,Zona 4,,,,,,,,,,,,,,,,,,,,,,,,,
383,,,,,2016-PROGRAM,,Javna rasvjeta,Nove obveze,Ulica Petari,,,"25,000 kn",Ulica Petari,,,45.840573,15.990517,,,,,,,,,,,,,,,,,,,,,,1,"25,000.00",Tehnicka dokumentacija,TD,,,,Gradska cetvrt PODSLJEME,Zona 4,,,,,,,,,,,,,,,,,,,,,,,,,
384,,,,,2016-PROGRAM,,Javna rasvjeta,Prenesene obveze iz prethodnog razdoblja,Bistricka i Kasinska u zoni njihovog krizanja,,,"18,750 kn",Bistricka,,,45.833703,16.002477,,,,,,,,,,,,,,,,,,,,,,1,"18,750.00",Tehnicka dokumentacija,TD,,,,Gradska cetvrt SESVETE,Zona 3,,,,,,,,,,,,,,,,,,,,,,,,,
385,,,,,2016-PROGRAM,,Javna rasvjeta,Prenesene obveze iz prethodnog razdoblja,Park na raskrizju Bistricke i Zagrebacke u Sesvetama,,,"9,750 kn",Bistricka,,,45.833703,16.002477,,,,,,,,,,,,,,,,,,,,,,1,"9,750.00",Tehnicka dokumentacija,TD,,,,Gradska cetvrt SESVETE,Zona 3,,,,,,,,,,,,,,,,,,,,,,,,,
386,,,,,2016-PROGRAM,,Javna rasvjeta,Prenesene obveze iz prethodnog razdoblja,Pjesacka staza Bistricka - Otona Ivekovica uz OS Luka,,,"1,715 kn",Bistricka,,,45.833703,16.002477,,,,,,,,,,,,,,,,,,,,,,1,"1,715.00",Tehnicka dokumentacija,TD,,,,Gradska cetvrt SESVETE,Zona 3,,,,,,,,,,,,,,,,,,,,,,,,,
387,,,,,2016-PROGRAM,,Javna rasvjeta,Prenesene obveze iz prethodnog razdoblja,"Kunjkova i Cumigaseva, Glavnica Donja",,,"20,000 kn",Kunjkova,,,45.817873,15.975996,,,,,,,,,,,,,,,,,,,,,,1,"20,000.00",Tehnicka dokumentacija,TD,,,,Gradska cetvrt SESVETE,Zona 4,,,,,,,,,,,,,,,,,,,,,,,,,
388,,,,,2016-PROGRAM,,Javna rasvjeta,Prenesene obveze iz prethodnog razdoblja,"Fijanova ulica, Glavnica Donja",,,"9,375 kn",Fijanova ulica,,,45.877928,16.117891,,,,,,,,,,,,,,,,,,,,,,1,"9,375.00",Tehnicka dokumentacija,TD,,,,Gradska cetvrt SESVETE,Zona 4,,,,,,,,,,,,,,,,,,,,,,,,,
389,,,,,2016-PROGRAM,,Javna rasvjeta,Prenesene obveze iz prethodnog razdoblja,Ulica Bedema ljubavi,,,"2,000 kn",Ulica Bedema ljubavi,,,45.811044,15.997651,,,,,,,,,,,,,,,,,,,,,,1,"2,000.00",Tehnicka dokumentacija,TD,,,,Gradska cetvrt SESVETE,Zona 4,,,,,,,,,,,,,,,,,,,,,,,,,
390,,,,,2016-PROGRAM,,Javna rasvjeta,Prenesene obveze iz prethodnog razdoblja,"Milcova ulica, Jasenovac",,,"18,750 kn",Milcova ulica,,,45.806242,15.91289,,,,,,,,,,,,,,,,,,,,,,1,"18,750.00",Tehnicka dokumentacija,TD,,,,Gradska cetvrt SESVETE,Zona 4,,,,,,,,,,,,,,,,,,,,,,,,,
391,,,,,2016-PROGRAM,,Javna rasvjeta,Prenesene obveze iz prethodnog razdoblja,Sopnicki odvojak,,,"10,500 kn",Sopnicki odvojak,,,45.862784,16.147085,,,,,,,,,,,,,,,,,,,,,,1,"10,500.00",Tehnicka dokumentacija,TD,,,,Gradska cetvrt SESVETE,Zona 4,,,,,,,,,,,,,,,,,,,,,,,,,
392,,,,,2016-PROGRAM,,Javna rasvjeta,Prenesene obveze iz prethodnog razdoblja,Ulica Matije Gupca u Adamovcu,,,"12,000 kn",Ulica Matije Gupca,,,45.840573,15.990517,,,,,,,,,,,,,,,,,,,,,,1,"12,000.00",Tehnicka dokumentacija,TD,,,,Gradska cetvrt SESVETE,Zona 4,,,,,,,,,,,,,,,,,,,,,,,,,
393,,,,,2016-PROGRAM,,Javna rasvjeta,Prenesene obveze iz prethodnog razdoblja,Okolis Crkve Sv. Jurja Mucenika u Planini Donjoj,,,"12,850 kn",Planina Donja,,,45.816883,15.980179,,,,,,,,,,,,,,,,,,,,,,1,"12,850.00",Tehnicka dokumentacija,TD,,,,Gradska cetvrt SESVETE,Zona 4,,,,,,,,,,,,,,,,,,,,,,,,,
394,,,,,2016-PROGRAM,,Javna rasvjeta,Prenesene obveze iz prethodnog razdoblja,Ulica 1. maja,,,"14,750 kn",Ulica 1. maja,,,45.811044,15.997651,,,,,,,,,,,,,,,,,,,,,,1,"14,750.00",Tehnicka dokumentacija,TD,,,,Gradska cetvrt SESVETE,Zona 4,,,,,,,,,,,,,,,,,,,,,,,,,
395,,,,,2016-PROGRAM,,Javna rasvjeta,Prenesene obveze iz prethodnog razdoblja,Pjesacka staza Ivana Gundulica - Kobiljacka,,,"8,113 kn",Ivana Gundulica,,,45.814483,15.937709,,,,,,,,,,,,,,,,,,,,,,1,"8,112.50",Tehnicka dokumentacija,TD,,,,Gradska cetvrt SESVETE,Zona 4,,,,,,,,,,,,,,,,,,,,,,,,,
396,,,,,2016-PROGRAM,,Javna rasvjeta,Nove obveze,Park na raskrizju Bistricke i Zagrebacke u Sesvetama,,,"100,000 kn",Bistricke,,,45.833703,16.002477,,,,,,,,,,,,,,,,,,,,,,1,"100,000.00",Gradenje,G,,,,Gradska cetvrt SESVETE,Zona 3,,,,,,,,,,,,,,,,,,,,,,,,,
397,,,,,2016-PROGRAM,,Javna rasvjeta,Nove obveze,Park na raskrizju Bistricke i Zagrebacke u Sesvetama,,,"10,000 kn",Bistricke,,,45.833703,16.002477,,,,,,,,,,,,,,,,,,,,,,1,"10,000.00",Nadzor,N,,,,Gradska cetvrt SESVETE,Zona 3,,,,,,,,,,,,,,,,,,,,,,,,,
398,,,,,2016-PROGRAM,,Javna rasvjeta,Nove obveze,"Kunjkova i Cumigaseva, GlavnicaDonja",,,"150,000 kn",Kunjkova,,,45.817873,15.975996,,,,,,,,,,,,,,,,,,,,,,1,"150,000.00",Gradenje,G,,,,Gradska cetvrt SESVETE,Zona 4,,,,,,,,,,,,,,,,,,,,,,,,,
399,,,,,2016-PROGRAM,,Javna rasvjeta,Nove obveze,"Kunjkova i Cumigaseva, Glavnica Donja",,,"10,000 kn",Kunjkova,,,45.817873,15.975996,,,,,,,,,,,,,,,,,,,,,,1,"10,000.00",Nadzor,N,,,,Gradska cetvrt SESVETE,Zona 4,,,,,,,,,,,,,,,,,,,,,,,,,
400,,,,,2016-PROGRAM,,Javna rasvjeta,Nove obveze,"Fijanova ulica, Glavnica Donja",,,"150,000 kn",Fijanova ulica,,,45.877928,16.117891,,,,,,,,,,,,,,,,,,,,,,1,"150,000.00",Gradenje,G,,,,Gradska cetvrt SESVETE,Zona 4,,,,,,,,,,,,,,,,,,,,,,,,,
401,,,,,2016-PROGRAM,,Javna rasvjeta,Nove obveze,"Fijanova ulica, Glavnica Donja",,,"10,000 kn",Fijanova ulica,,,45.877928,16.117891,,,,,,,,,,,,,,,,,,,,,,1,"10,000.00",Nadzor,N,,,,Gradska cetvrt SESVETE,Zona 4,,,,,,,,,,,,,,,,,,,,,,,,,
402,,,,,2016-PROGRAM,,Javna rasvjeta,Nove obveze,Franjceviceva od Bilogorske do III. Dumoveckog luga,,,"250,000 kn",Franjceviceva,,,45.807148,16.160176,,,,,,,,,,,,,,,,,,,,,,1,"250,000.00",Gradenje,G,,,,Gradska cetvrt SESVETE,Zona 4,,,,,,,,,,,,,,,,,,,,,,,,,
403,,,,,2016-PROGRAM,,Javna rasvjeta,Nove obveze,Franjceviceva od Bilogorske do III. Dumoveckog luga,,,"15,000 kn",Franjceviceva,,,45.807148,16.160176,,,,,,,,,,,,,,,,,,,,,,1,"15,000.00",Nadzor,N,,,,Gradska cetvrt SESVETE,Zona 4,,,,,,,,,,,,,,,,,,,,,,,,,
404,,,,,2016-PROGRAM,,Javna rasvjeta,Nove obveze,Soblinecka ulica od Varazdinske do Sasinovecke,,,"250,000 kn",Soblinecka ulica,,,45.862784,16.147085,,,,,,,,,,,,,,,,,,,,,,1,"250,000.00",Gradenje,G,,,,Gradska cetvrt SESVETE,Zona 4,,,,,,,,,,,,,,,,,,,,,,,,,
405,,,,,2016-PROGRAM,,Javna rasvjeta,Nove obveze,Soblinecka ulica od Varazdinske do Sasinovecke,,,"15,000 kn",Soblinecka ulica,,,45.862784,16.147085,,,,,,,,,,,,,,,,,,,,,,1,"15,000.00",Nadzor,N,,,,Gradska cetvrt SESVETE,Zona 4,,,,,,,,,,,,,,,,,,,,,,,,,
406,,,,,2016-PROGRAM,,Javna rasvjeta,Nove obveze,Ulica Bedema Ljubavi,,,"300,000 kn",Ulica Bedema Ljubavi,,,45.811044,15.997651,,,,,,,,,,,,,,,,,,,,,,1,"300,000.00",Gradenje,G,,,,Gradska cetvrt SESVETE,Zona 4,,,,,,,,,,,,,,,,,,,,,,,,,
407,,,,,2016-PROGRAM,,Javna rasvjeta,Nove obveze,Ulica Bedema Ljubavi,,,"15,000 kn",Ulica Bedema Ljubavi,,,45.811044,15.997651,,,,,,,,,,,,,,,,,,,,,,1,"15,000.00",Nadzor,N,,,,Gradska cetvrt SESVETE,Zona 4,,,,,,,,,,,,,,,,,,,,,,,,,
408,,,,,2016-PROGRAM,,Javna rasvjeta,Prenesene obveze iz prethodnog razdoblja,Slemenska cesta od k.br. 141 do stare Karlovacke ceste,,,"30,000 kn",Slemenska cesta,,,45.79779,16.034148,,,,,,,,,,,,,,,,,,,,,,1,"30,000.00",Tehnicka dokumentacija,TD,,,,Gradska cetvrt BREZOVICA,Zona 4,,,,,,,,,,,,,,,,,,,,,,,,,
409,,,,,2016-PROGRAM,,Javna rasvjeta,Prenesene obveze iz prethodnog razdoblja,Ulica Horvati,,,"13,750 kn",Ulica Horvati,,,45.840573,15.990517,,,,,,,,,,,,,,,,,,,,,,1,"13,750.00",Tehnicka dokumentacija,TD,,,,Gradska cetvrt BREZOVICA,Zona 4,,,,,,,,,,,,,,,,,,,,,,,,,
410,,,,,2016-PROGRAM,,Javna rasvjeta,Prenesene obveze iz prethodnog razdoblja,Ulica Majdaki - Kosi,,,"9,750 kn",Ulica Majdaki,,,45.840573,15.990517,,,,,,,,,,,,,,,,,,,,,,1,"9,750.00",Tehnicka dokumentacija,TD,,,,Gradska cetvrt BREZOVICA,Zona 4,,,,,,,,,,,,,,,,,,,,,,,,,
411,,,,,2016-PROGRAM,,Javna rasvjeta,Prenesene obveze iz prethodnog razdoblja,Vatrogasna cesta u Kupineckom Kraljevcu,,,"14,000 kn",Kupinecki Kraljevec,,,45.817873,15.975996,,,,,,,,,,,,,,,,,,,,,,1,"14,000.00",Tehnicka dokumentacija,TD,,,,Gradska cetvrt BREZOVICA,Zona 4,,,,,,,,,,,,,,,,,,,,,,,,,
412,,,,,2016-PROGRAM,,Javna rasvjeta,Nove obveze,Ulica Krcevine,,,"150,000 kn",Ulica Krcevine,,,45.840573,15.990517,,,,,,,,,,,,,,,,,,,,,,1,"150,000.00",Gradenje,G,,,,Gradska cetvrt BREZOVICA,Zona 4,,,,,,,,,,,,,,,,,,,,,,,,,
413,,,,,2016-PROGRAM,,Javna rasvjeta,Nove obveze,Ulica Krcevine,,,"10,000 kn",Ulica Krcevine,,,45.840573,15.990517,,,,,,,,,,,,,,,,,,,,,,1,"10,000.00",Nadzor,N,,,,Gradska cetvrt BREZOVICA,Zona 4,,,,,,,,,,,,,,,,,,,,,,,,,
414,,,,,2016-PROGRAM,,Javna rasvjeta,Nove obveze,Vatrogasna cesta u Kupineckom Kraljevcu,,,"150,000 kn",Kupinecki Kraljevec,,,45.817873,15.975996,,,,,,,,,,,,,,,,,,,,,,1,"150,000.00",Gradenje,G,,,,Gradska cetvrt BREZOVICA,Zona 4,,,,,,,,,,,,,,,,,,,,,,,,,
415,,,,,2016-PROGRAM,,Javna rasvjeta,Nove obveze,Vatrogasna cesta u Kupineckom Kraljevcu,,,"10,000 kn",Kupinecki Kraljevec,,,45.817873,15.975996,,,,,,,,,,,,,,,,,,,,,,1,"10,000.00",Nadzor,N,,,,Gradska cetvrt BREZOVICA,Zona 4,,,,,,,,,,,,,,,,,,,,,,,,,
416,,,,,2016-PROGRAM,,Javna rasvjeta,Nove obveze,Okolis OS Brezovica,,,"30,000 kn",Brezovicka cesta 98 a,,,45.867792,16.07668,,,,,,,,,,,,,,,,,,,,,,1,"30,000.00",Tehnicka dokumentacija,TD,,,,Gradska cetvrt BREZOVICA,Zona 4,,,,,,,,,,,,,,,,,,,,,,,,,
417,,,,,2016-PROGRAM,,Javna rasvjeta,Nove obveze,Brezovicka cesta od k.br. 122B do raskirzja s Pekarskom ulicom,,,"30,000 kn",Brezovicka cesta,,,45.867792,16.07668,,,,,,,,,,,,,,,,,,,,,,1,"30,000.00",Tehnicka dokumentacija,TD,,,,Gradska cetvrt BREZOVICA,Zona 4,,,,,,,,,,,,,,,,,,,,,,,,,
418,,,,,2016-PROGRAM,,Javna rasvjeta,Prenesene obveze iz prethodnog razdoblja,Projektiranje javne rasvjete zbog povezivanja vec izgradenih dijelovau cjelinu,,,"12,188 kn",,,,,,,,,,,,,,,,,,,,,,,,,,,1,"12,187.50",Tehnicka dokumentacija,TD,,,,OSTALO,,,,,,,,,,,,,,,,,,,,,,,,,,
419,,,,,2016-PROGRAM,,Javna rasvjeta,Prenesene obveze iz prethodnog razdoblja,Projektiranje javne rasvjete na podrucju Zagreba- hitne intervencije,,,"91,881 kn",,,,,,,,,,,,,,,,,,,,,,,,,,,1,"91,881.25",Tehnicka dokumentacija,TD,,,,OSTALO,,,,,,,,,,,,,,,,,,,,,,,,,,
420,,,,,2016-PROGRAM,,Javna rasvjeta,Prenesene obveze iz prethodnog razdoblja,Specijalisticka mjerenja na instalaciji javne rasvjete,,,"105,738 kn",,,,,,,,,,,,,,,,,,,,,,,,,,,1,"105,737.50",Gradenje,G,,,,OSTALO,,,,,,,,,,,,,,,,,,,,,,,,,,
421,,,,,2016-PROGRAM,,Javna rasvjeta,Prenesene obveze iz prethodnog razdoblja,"Izgradnja javne rasvjete na podrucju gradskih cetvrti Podsused-Vrapce, Crnomerec i Podsljeme zbog povezivanja vec izgradenihdijelova u cjelinu",,,"509,921 kn",,,,,,,,,,,,,,,,,,,,,,,,,,,1,"509,921.13",Gradenje,G,,,,OSTALO,,,,,,,,,,,,,,,,,,,,,,,,,,
422,,,,,2016-PROGRAM,,Javna rasvjeta,Prenesene obveze iz prethodnog razdoblja,"Izgradnja javne rasvjete na podrucju gradskih cetvrti Gornji Grad-Medvescak, Donji Grad i Maksimir zbog povezivanja vec izgradenihdijelova u cjelinu",,,"596,774 kn",,,,,,,,,,,,,,,,,,,,,,,,,,,1,"596,774.13",Gradenje,G,,,,OSTALO,,,,,,,,,,,,,,,,,,,,,,,,,,
423,,,,,2016-PROGRAM,,Javna rasvjeta,Prenesene obveze iz prethodnog razdoblja,"Izgradnja javne rasvjete na podrucju gradskih cetvrti Gornja Dubrava, Donja Dubrava i Sesvete zbog povezivanja vec izgradenih dijelova ucjelinu",,,"585,912 kn",,,,,,,,,,,,,,,,,,,,,,,,,,,1,"585,912.19",Gradenje,G,,,,OSTALO,,,,,,,,,,,,,,,,,,,,,,,,,,
424,,,,,2016-PROGRAM,,Javna rasvjeta,Prenesene obveze iz prethodnog razdoblja,"Izgradnjajavne rasvjete na podrucju gradskih cetvrti Gornja Dubrava, Donja Dubrava i Sesvete zbog povezivanja vec izgradenih dijelova ucjelinu",,,"15,000 kn",,,,,,,,,,,,,,,,,,,,,,,,,,,1,"15,000.00",Nadzor,N,,,,OSTALO,,,,,,,,,,,,,,,,,,,,,,,,,,
425,,,,,2016-PROGRAM,,Javna rasvjeta,Prenesene obveze iz prethodnog razdoblja,Energetski pregled javne rasvjete,,,"211,250 kn",,,,,,,,,,,,,,,,,,,,,,,,,,,1,"211,250.00",Tehnicka dokumentacija,TD,,,,OSTALO,,,,,,,,,,,,,,,,,,,,,,,,,,
426,,,,,2016-PROGRAM,,Javna rasvjeta,Prenesene obveze iz prethodnog razdoblja,Zamjena svjetiljaka javne rasvjete na stupovima nadzemneniskonaponske mreze na podrucju Zagreba- 2015. godina,,,"166,325 kn",,,,,,,,,,,,,,,,,,,,,,,,,,,1,"166,325.40",Gradenje,G,,,,OSTALO,,,,,,,,,,,,,,,,,,,,,,,,,,
427,,,,,2016-PROGRAM,,Javna rasvjeta,Prenesene obveze iz prethodnog razdoblja,Zamjena svjetiljaka javne rasvjete na stupovima nadzemneniskonaponske mreze na podrucju Zagreba- 2015. godina,,,"9,988 kn",,,,,,,,,,,,,,,,,,,,,,,,,,,1,"9,987.50",Nadzor,N,,,,OSTALO,,,,,,,,,,,,,,,,,,,,,,,,,,
428,,,,,2016-PROGRAM,,Javna rasvjeta,Nove obveze,"Izgradnja javne rasvjete na podrucju gradskih cetvrti Podsused-Vrapce, Crnomerec i Podsljeme zbog povezivanja vec izgradenihdijelova u cjelinu",,,"10,000 kn",,,,,,,,,,,,,,,,,,,,,,,,,,,1,"10,000.00",Nadzor,N,,,,OSTALO,,,,,,,,,,,,,,,,,,,,,,,,,,
